autores_tratados,Sexo Primeiro Autor (dic),Qtd Autores Feminino (dic),Qtd Autores Unknown (dic)
LORENZO SARAIVA; EDWARD HERMANN HAEUSLER; VASTON COSTA,M,0.0,1.0
RAUL BENITES PARADEDA; ALISSON DE OLIVEIRA ALVES; DANIEL TORRES; RODRIGO NEVES; ALTHIERFSON LIMA,M,0.0,1.0
VITOR RABELO DELGADO; KEANU FROTA SALES; VINICIUS AUGUSTO CARVALHO DE ABREU,M,0.0,1.0
DEOGENES P. DA SILVA JUNIOR; M. CECILIA C. BARANAUSKAS; ROBERTO PEREIRA,unknown,0.0,2.0
JENARO AUGUSTO BARBOSA; EDIMILSON BATISTA DOS SANTOS,unknown,0.0,1.0
RUTE MOURA; GIORDANO CABRAL; HORHANNA ALMEIDA; RICARDO SCHOLZ,F,1.0,1.0
FLAVIO LUIZ SCHIAVONI; ANDRE GOMES; AVNER DE PAULO; CARLOS DE SOUZA; FABIO CARVALHO; FREDERICO RESENDE; GABRIEL LOPES ROCHA; IGINO SILVA JUNIOR; IGOR ANDRADE; JOAO ARAUJO; LUISA SANTOS; LUAN GONCALVES; MAURO CESAR FACHINA CANITO; OCTAVIO DA SILVA; ROMULO AUGUSTO VIEIRA COSTA; THIAGO MORANDI; VALDIR SANTOS JUNIOR,M,1.0,1.0
AVNER PAULO; CARLOS EDUARDO OLIVEIRA DE SOUZA; BRUNA GUIMARAES LIMA E SILVA; FLAVIO LUIZ SCHIAVONI; ADILSON SIQUEIRA,unknown,1.0,1.0
FLAVIO LUIZ SCHIAVONI; ADILSON SIQUEIRA; ROGERIO TAVARES CONSTANTE; IGINO DE OLIVEIRA SILVA JUNIOR; THIAGO DE ANDRADE MORANDI; FABIO DOS PASSOS CARVALHO; JOAO TEIXEIRA ARAUJO; ANDRE LUCAS NASCIMENTO GOMES; FREDERICO RIBEIRO RESENDE; LUISA LUGON-MOULIN BRAZIL SANTOS; AVNER MAXIMILIANO DE PAULO; CARLOS EDUARDO OLIVEIRA DE SOUZA; ALLYSON DA CRUZ RODRIGUES; IGOR ALVES ESTEVAM ANDRADE; ANELIZA RODRIGUES PRADO; PATRICK VENIALI DA SILVA; JOAO LUCAS RUAS TEIXEIRA; ARETHA BRITO DE LIMA; BRUNA GUIMARAES LIMA E SILVA; IVYLA NASCIMENTO SILVA; WANDERSON ANDRE MARTINS PEREIRA; RAFAEL GOMES DE OLIVEIRA; OCTAVIO FERREIRA DELUCHI CERQUEIRA DA SILVA; VALDIR DE SIQUEIRA SANTOS JUNIOR; MATTEO VINICIUS ALVES RECINELLA,M,4.0,2.0
FILIPE CALEGARIO; GIORDANO CABRAL; GEBER RAMALHO,M,0.0,1.0
MIKA KUUSKANKARE,unknown,0.0,1.0
JOAO TRAGTENBERG; FILIPE CALEGARIO; GIORDANO CABRAL; GEBER RAMALHO,M,0.0,1.0
YUBIRY GONZALEZ; RONALDO PRATI,unknown,0.0,1.0
CHRISTHIAN FONSECA; TIAGO TAVARES,unknown,0.0,1.0
E. M. V. ASTORGA; ALEXANDRE TORRES PORRES,unknown,0.0,1.0
JOAO ARAUJO; AVNER DE PAULO; IGINO SILVA JUNIOR; FLAVIO LUIZ SCHIAVONI; MAURO CESAR FACHINA CANITO; ROMULO AUGUSTO COSTA,M,0.0,1.0
FILIPE CALEGARIO; JOAO TRAGTENBERG; GIORDANO CABRAL; GEBER RAMALHO,M,0.0,1.0
LUZILEI ALIEL; RAFAEL FAJIOLLI; RICARDO THOMASI,unknown,0.0,1.0
MILA SOARES DE OLIVEIRA DE SOUZA; PEDRO NUNO DE SOUZA MOURA; JEAN-PIERRE BRIOT,F,1.0,1.0
YUBIRY GONZALEZ; RONALDO C. PRATI,unknown,0.0,1.0
FLAVIANO DIAS FONTES; GIORDANO RIBEIRO EULALIO CABRAL; GEBER LISBOA RAMALHO,M,0.0,1.0
KONSTANTINOS VASILAKOS,unknown,0.0,1.0
RUTE MOURA; GIORDANO CABRAL; JADER ABREU; MYCHELLINE CUNHA; HORHANNA ALMEIDA,F,1.0,2.0
HORHANNA ALMEIDA; GIORDANO CABRAL; RUTE MOURA,unknown,1.0,1.0
VINICIUS HANSEN; KALYL HENINGS; GILMARIO BARBOSA DOS SANTOS,M,0.0,1.0
CALIOPE CORREA DE ARAUJO; JOAO MARCELO XAVIER NATARIO TEIXEIRA,unknown,0.0,1.0
CALIOPE CORREA DE ARAUJO; JAQUELINE FERREIRA HOLANDA DE MELO; JOAO MARCELO XAVIER NATARIO TEIXEIRA; FABIANA FRATA FURLAN PERES,unknown,2.0,1.0
WALTER BENITEZ-DAVALOS; FABIO LOPEZ-PIRES; DAVID CABANAS; YESSICA BOGADO-SARUBBI,M,0.0,1.0
DANIELE WOLFART; WESLEY KLEWERTON GUEZ ASSUNCAO; JABIER MARTINEZ,F,1.0,1.0
JOAO CARLOS EPIFANIO; ERICA ESTEVES; GABRIELA TRINDADE; MARCIA LUCENA; LYRENE SILVA,M,3.0,1.0
JAGNI DASA HORTA BEZERRA; CIDCLEY TEIXEIRA DE SOUZA,unknown,0.0,2.0
KIEV GAMA; ANDREW DINIZ DA COSTA; HENDI LEMOS COELHO; RICARDO ALMEIDA VENIERIS; CARLOS JOSE PEREIRA DE LUCENA,unknown,0.0,2.0
HOYAMA MARIA DOS SANTOS; VINICIUS H. S. DURELLI; MAURICIO SOUZA; EDUARDO FIGUEIREDO; LUCAS TIMOTEO DA SILVA; RAFAEL S. DURELLI,unknown,0.0,1.0
KIEV GAMA,unknown,0.0,1.0
FABIO GOMES ROCHA; LAYSE SANTOS SOUZA; THICIANE SUELY COUTO SILVA; GUILLERMO RODRIGUEZ,M,1.0,1.0
JEFERSON C. NOBRE; LAURA R. SOARES; BRIGGETTE O. R. HUAYTALLA; ELVANDI DA S. JUNIOR; LISANDRO Z. GRANVILLE,M,1.0,2.0
AFAQ INAYAT; MURIEL F. FRANCO; EDER J. SCHEID; LISANDRO Z. GRANVILLE,unknown,0.0,1.0
DOMINGOS A. DIAS JUNIOR; LUANA B. CRUZ; JOAO O. BANDEIRA DINIZ; ARISTOFANES CORREA SILVA; ANSELMO C. PAIVA; MARCELO GATTASS,M,1.0,1.0
JAIMEL DE OLIVEIRA LIMA; ELIAS OLIVEIRA,unknown,0.0,1.0
JULIANA BARCELLOS MATTOS; ERAYLSON SILVA; PAULO MATTOS NETO; RENATO VIMIEIRO,F,1.0,1.0
N. VENTURA; P. LOURES; C. NICOLA; D. M. OLIVEIRA; M. ROMANO; D. M. MIRANDA; A. C. SILVA; G. L. PAPPA; W. MEIRA JR.,unknown,0.0,9.0
W. F. MAGALHAES; H. M. GOMES; L. B. MARINHO; G. S. AGUIAR; P. SILVEIRA,unknown,0.0,5.0
A. C. LORENA; D. S. KASTER; R. CERRI; E. R. FARIA; V. V. DE MELO,unknown,0.0,5.0
E. OLIVEIRA; G. DIAS; J. LIMA; J. P. C. PIROVANI,unknown,0.0,4.0
A. V. P. M. BANDEIRA; G. M. FERRACIOLI; M. R. DOS SANTOS; A. C. P. L. F. DE CARVALHO,unknown,0.0,4.0
F. M. DE OLIVEIRA; M. DE S. BALBINO; L. E. ZARATE; C. N. NOBRE,unknown,0.0,4.0
JULISSA VILLANUEVA; DENIS MAUA,unknown,0.0,1.0
M. H. DE A. INACIO; RAFAEL IZBICKI,unknown,0.0,1.0
P. BERLANGA NETO; E. Y. OKANO; E. E. S. RUIZ,unknown,0.0,3.0
I. M. MIRANDA; C. ARANHA; A. P. L. DE CARVALHO; L. P. F. GARCIA,unknown,0.0,4.0
FELIPE A. L. SOARES; EFREM E. O. LOUSADA; TIAGO B. SILVEIRA; RAQUEL A. F. MINI; LUIS E. ZARATE; HENRIQUE C. FREITAS,M,1.0,1.0
L. F. MUNIZ; C. N. LINTZMAYER; C. JUTTEN; D. G. FANTINATO,unknown,0.0,4.0
GABRIEL S. FELIX; FRANCISCO F. PEREIRA; FRANCISCO D. PRACIANO; JOAO P. GOMES; JAVAM C. MACHADO,M,0.0,1.0
P. DO CARMO; I. J. REIS FILHO; R. MARCACINI,unknown,0.0,3.0
DIEGO MINATEL; ANGELO CESAR MENDES DA SILVA; NICOLAS ROQUE DOS SANTOS; MARIANA CURI; RICARDO MARCONDES MARCACINI; ALNEU DE ANDRADE LOPES,M,1.0,1.0
LUIZ FELIPE VERCOSA; RODRIGO LIRA; RODRIGO MONTEIRO; KLEBER SILVA; JAILSON MAGALHAES; ALEXANDRE MACIEL; BYRON L. D. BEZERRA; CARMELO BASTOS-FILHO,M,0.0,1.0
MYLENA N. R. FERREIRA; ANA CAROLINA Q. SIRAVENHA; IRAQUITAN C. FILHO; BRUNO D. GOMES; SCHUBERT R. CARVALHO,F,2.0,1.0
A. H. AONO; R. M. DE OLIVEIRA; B. O. FRANCHI; J. S. NAGAI; H. E. S. PAZ; A. A. CHAVES; C. B. MARTINS,unknown,0.0,7.0
LAERCIO OLIVEIRA JUNIOR; FLORIAN STELZER; LIANG ZHAO,M,0.0,2.0
F. X. B. DA SILVA; G. M. C. GUIMARAES; R. M. MARCACINI; A. L. QUEIROZ; V. R. P. BORGES; T. P. FALEIROS; L. P. F. GARCIA,unknown,0.0,7.0
P. B. PIO; L. P. F. GARCIA; A. RIVOLLI,unknown,0.0,3.0
L. A. ENSINA; P. E. M. KARVAT; E. C. DE ALMEIDA; L. E. S. DE OLIVEIRA,unknown,0.0,4.0
R. J. P. DAMACENO; L. ROSSI; J. P. MENA-CHALCO,unknown,0.0,3.0
LUCAS DE SOUZA RODRIGUES; KENZO SAKIYAMA; LEOZITOR FLORO DE SOUZA; EDSON TAKASHI MATSUBARA; BRUNO NOGUEIRA,M,0.0,1.0
C. M. SOUZA; M. E. SANTOS; M. R. G. MEIRELES,unknown,0.0,3.0
E. H. M. DA SILVA; J. LATERZA; T. P. FALEIROS,unknown,0.0,3.0
G. P. BRUGALLI; A. L. GONCALVES; A. S. BORDIN; L. S. ARTESE,unknown,0.0,4.0
L. F. CAPRETZ; P. A. LEE,unknown,0.0,2.0
CLAUDIO SANT’ANNA; ALESSANDRO GARCIA; UIRA KULESZA; CARLOS LUCENA; ARNDT VON STAA,M,0.0,1.0
A. M. R. VINCENZI; M. E. DELAMARO; A. S. SIMAO; W. E. WONG; J. C. MALDONADO,unknown,0.0,5.0
VIRGINIA C. DE PAULA; G. R. RIBEIRO JUSTO; P. R. F. CUNHA,F,1.0,2.0
MARCIO DIAS; MARLON VIEIRA; DEBRA RICHARDSON,M,0.0,1.0
LEVY SANTIAGO; JAUBERTH ABIJAUDE; FABIOLA GREVE,M,1.0,1.0
ALI AFZAL MALIK; BARRY BOEHM,M,0.0,1.0
EDUARDO FRANCO; KECHI HIRAMA; STEFANO ARMENIA; TATYANA SKRIPNIKOVA; SEBASTIAN BETZIN,M,1.0,1.0
DILMA M. SILVA; KARSTEN SCHWAN,F,1.0,1.0
FRANCISCO VILAR BRASILEIRO; TARCIO RODRIGUES BEZERRA; WALFREDO COSTA CIRNE FILHO; J. ANTAO BELTRAO MOURA,M,0.0,1.0
YANDSON COSTA; DAYANNE GOMES; SEBASTIAO SANTOS; NATHASHA PINTO; DAVI VIANA; GERALDO BRAZ; LUIS RIVERO,unknown,2.0,1.0
KASTNEY FRAZAO; JESSICA COSTA; DAVI VIANA; LUIS RIVERO,unknown,1.0,1.0
FELIPE TORRES LEITE; JARBELE C. S. COUTINHO; REUDISMAM ROLIM DE SOUSA,M,0.0,2.0
JO UEYAMA; FRANCOIS TAIANI; GEOFF COULSON; EDMUNDO R. M. MADEIRA; PAUL GRACE,M,0.0,1.0
JEAN-PIERRE BRIOT; THOMAS MEURISSE; FREDERIC PESCHANSKI,unknown,0.0,1.0
CRESCENCIO LIMA; IVAN MACHADO; MATTHIAS GALSTER; CHRISTINA VON FLACH G. CHAVEZ,M,1.0,1.0
AQUEO KAMADA; MANUEL MENDES,unknown,0.0,1.0
EDNALDO DILORENZO; FELIPE FURTADO; MAURO SILVA; ELISABETH MORAIS; GIBEON AQUINO,M,1.0,1.0
CARLOS BRAGA; PAULO SANTOS JR; MONALESSA BARCELLOS,M,0.0,1.0
MATHEUS SEGALOTTO; WILLIAN BOLZAN; KLEINNER FARIAS,M,0.0,1.0
REUDISMAM SOUSA; GUSTAVO SOARES; ROHIT GHEYI; TITUS BARIK; LORIS D’ANTONI,unknown,0.0,3.0
EULER HORTA MARINHO; FISCHER FERREIRA; JOAO P. DINIZ; EDUARDO FIGUEIREDO,M,0.0,1.0
MAYARA OLIVINDO; NECIO VERAS; WINDSON VIANA; MARIELA CORTES; LINCOLN ROCHA,F,2.0,1.0
GUSTAVO PINTO; ISADORA CARDOSO-PEREIRA; DANILO MONTEIRO; DANILO LUCENA; ALBERTO SOUZA; KIEV GAMA,M,1.0,1.0
PAULO SERGIO SANTOS JUNIOR; JOAO PAULO A. ALMEIDA; MONALESSA BARCELLOS,M,0.0,1.0
MARCOS SILVA; MAYKON NUNES; CARLA BEZERRA; ANDERSON UCHOA; MAIRIELI WESSEL,M,1.0,1.0
ANA CAROLINA ORAN; RAYFRAN ROCA LIMA; BRUNO GADELHA; NAYANE MAIA; WILLIAMSON SILVA; LUIS RIVERO,F,2.0,2.0
ROBERTA COELHO; UIRA KULESZA; AWAIS RASHID; ARNDT VON STAA; CARLOS LUCENA,F,1.0,2.0
JOSE LIMA; FERNANDA ALENCAR; WYLLIAMS SANTOS,M,1.0,1.0
SAMUEL FERINO; MARCELO FERNANDES; ANNY FERNANDES; UIRA KULESZA; EDUARDO ARANHA; CHRISTOPH TREUDE,M,1.0,1.0
ELIANE COLLINS; ARILO NETO; AURI VINCENZI; JOSE MALDONADO,F,1.0,1.0
UIRA KULESZA; ALESSANDRO GARCIA; CARLOS LUCENA; ARNDT VON STAA,M,0.0,1.0
THIAGO DO NASCIMENTO FERREIRA; SILVIA REGINA VERGILIO; MAROUANE KESSENTINI,M,1.0,1.0
JARBELE COUTINHO; WILKERSON ANDRADE; PATRICIA MACHADO,unknown,1.0,1.0
KASTNEY FRAZAO; ALEXANDRE PESSOA; ANSELMO PAIVA; DAVI VIANA; LUIS RIVERO,unknown,0.0,1.0
SIMONE TONHAO; MARCELO SHIGENAGA; JULIO HERCULANI; ANDRESSA MEDEIROS; ALINE AMARAL; WILLIAMSON SILVA; THELMA COLANZI; IGOR STEINMACHER,F,4.0,1.0
KIEV GAMA; CARLOS ZIMMERLE; LAVINIA PAGANINI,unknown,1.0,1.0
ED JUNIOR; KLEINNER FARIAS; BRUNO SILVA,M,0.0,1.0
ADEMAR NETO; MIRKO PERKUSICH; EMANUEL DANTAS; FELIPE RAMOS; ALEXANDRE COSTA; HYGGO ALMEIDA; ANGELO PERKUSICH,M,0.0,2.0
WILLIAM NIEMIEC; KESLLEY SILVA; ERIKA COTA,M,1.0,1.0
VINICIUS SANTOS; ANDERSON IWAZAKI; ERICA SOUZA; KATIA FELIZARDO; NANDAMUDI VIJAYKUMAR,M,2.0,1.0
RUAN OLIVEIRA; TIAGO MASSONI; NARALLYNNE ARAUJO; CAMILA SARMENTO; FRANCIELLE SANTOS,M,2.0,1.0
T. TUNG DO; MANUEL KOLP; T. T. HANG HOANG; ALAIN PIROTTE,unknown,0.0,2.0
IGOR PONCELL; KIEV GAMA,M,0.0,1.0
DANNILO RABELO; ALBERT LOPES; WENDY MENDES; CLEIDSON DE SOUZA; KIEV GAMA; DANILO MONTEIRO; GUSTAVO PINTO,unknown,1.0,2.0
FELIPE CUNHA; MIRKO PERKUSICH; HYGGO ALMEIDA; KYLLER GORGONIO; ANGELO PERKUSICH,M,0.0,3.0
NARALLYNNE ARAUJO; TIAGO MASSONI; CAMILA SARMENTO; FRANCIELLE SANTOS; RUAN OLIVEIRA,unknown,2.0,1.0
GABRIELA ALVES; PAMELLA SOARES; BIANCA SOUZA; NECIO VERAS; ALLYSSON ALLEX ARAUJO,F,3.0,1.0
KIEV GAMA; HIGOR OLIVEIRA,unknown,0.0,1.0
OSMAR LEANDRO; ROHIT GHEYI; LEOPOLDO TEIXEIRA; MARCIO RIBEIRO; ALESSANDRO GARCIA,M,0.0,1.0
LEO FERNANDES; MARCIO RIBEIRO; ROHIT GHEYI; MARCIO DELAMARO; MARCIO GUIMARAES; ANDRE SANTOS,M,0.0,1.0
LUCAS SILVA; JULIANA SARAIVA; YUSKA AGUIAR,M,1.0,1.0
DANYLLO ALBUQUERQUE; EVERTON TAVARES GUIMARAES; GRAZIELA SIMONE TONIN; MIRKO BARBOSA PERKUSICH; HYGGO ALMEIDA; ANGELO PERKUSICH,unknown,1.0,3.0
THOBER DETOFENO; ANDREIA MALUCELLI; SHEILA REINEHR,unknown,2.0,1.0
ALEX FELIPE FERREIRA COSTA; ANNA BEATRIZ DOS SANTOS MARQUES; ISMAYLE SOUSA SANTOS; ROSSANA MARIA DE CASTRO ANDRADE,M,2.0,1.0
FRANCISCO SILVA; VALERIA LELLI; ISMAYLE SANTOS; ROSSANA ANDRADE,M,2.0,1.0
KANAN CASTRO SILVA; FLAVIO HORITA; VALDEMAR VICENTE GRACIANO NETO,unknown,0.0,1.0
PAULO SERGIO SANTOS JUNIOR; MONALESSA PERINI BARCELLOS; FABIANO BORGES RUY; MOISES SAVEDRA OMENA,M,0.0,1.0
GABRIEL MENEZES; WILLIAN BRAGA; AWDREN FONTAO; ANDRE HORA; BRUNO CAFEO,M,0.0,1.0
FELIPE SOUPINSKI; PEDRO ARANTES; IGOR STEINMACHER; IGOR WIESE; HUDSON BORGES; BRUNO CAFEO; AWDREN FONTAO,M,0.0,1.0
THIAGO RIQUE; EMANUEL DANTAS; MIRKO PERKUSICH; KYLLER GORGONIO; HYGGO ALMEIDA; ANGELO PERKUSICH,M,0.0,3.0
HELENO DE S. CAMPOS JUNIOR; GLEIPH GHIOTTO L. DE MENEZES; MARCIO DE OLIVEIRA BARROS; ANDRE VAN DER HOEK; LEONARDO GRESTA PAULINO MURTA,M,0.0,1.0
J. ANDRES DIAZ PACE; ALEJANDRA C. DIEZ; MARCELO R. FALCONE CAMPO,unknown,1.0,1.0
TIAGO MASSONI; ROHIT GHEYI; PAULO BORBA,M,0.0,1.0
MONALESSA PERINI BARCELLOS,unknown,0.0,1.0
WARTERUZANNAN SOYER CUNHA; GUISELLA ANGULO ARMIJO; VALTER VIEIRA DE CAMARGO,unknown,0.0,2.0
NECIO L. VERAS; LINCOLN S. ROCHA; WINDSON VIANA,unknown,0.0,1.0
EDUARDO GUERRA; PHYLLIPE LIMA; JOELMA CHOMA; MARCO NARDES; TIAGO SILVA; MICHELE LANZA; PAULO MEIRELLES,M,2.0,1.0
MAIRIELI WESSEL; ALEXANDER SEREBRENIK; IGOR WIESE; IGOR STEINMACHER; MARCO A. GEROSA,unknown,0.0,1.0
DANIEL MASSANORI; BRUNO B. P. CAFEO; IGOR WIESE; AWDREN FONTAO,M,0.0,1.0
TIAGO DA ROSA SANTOS; AVANILDE KEMCZINSKI,M,0.0,1.0
PAULO SERGIO DOS SANTOS; MONALESSA P. BARCELLOS; RODRIGO FERNANDES CALHAU,M,0.0,1.0
KESLLEY SILVA; ERIKA COTA,unknown,1.0,1.0
BENEDITO DE OLIVEIRA; MARCIO RIBEIRO; JOSE ALDO SILVA DA COSTA; ROHIT GHEYI; GUILHERME AMARAL; RAFAEL DE MELLO; ANDERSON OLIVEIRA; ALESSANDRO GARCIA; RODRIGO BONIFACIO; BALDOINO FONSECA,M,0.0,1.0
RODRIGO LIMA; JAIRO SOUZA; BALDOINO FONSECA; LEOPOLDO TEIXEIRA; ROHIT GHEYI; MARCIO RIBEIRO; ALESSANDRO GARCIA; RAFAEL DE MELLO,M,0.0,1.0
FLAVIO MEDEIROS; MARCIO RIBEIRO; ROHIT GHEYI; LARISSA BRAZ; CHRISTIAN KASTNER; SVEN APEL; KLEBER SANTOS,M,1.0,2.0
VINICIUS CONDINA; PAULO MALCHER; VICTOR FARIAS; RODRIGO SANTOS; AWDREN FONTAO; IGOR WIESE; DAVI VIANA,M,0.0,1.0
RAFAEL CAMARA; ANNELYELTHON ALVES; IURY MONTE; MARCELO L. M. MARINHO,M,0.0,1.0
MANUEL SILVA; ARTHUR FREIRE; MIRKO PERKUSICH; KYLLER GORGONIO; HYGGO ALMEIDA; ANGELO PERKUSICH,M,0.0,3.0
ELIANE MARIA DE BORTOLI FAVERO; DALCIMAR CASANOVA; ANDREY RICARDO PIMENTEL,F,1.0,1.0
CARLOS ZIMMERLE; WELLINGTON OLIVEIRA; KIEV GAMA; FERNANDO CASTOR,M,0.0,1.0
VLADYMIR L. BEZERRA; LINCOLN S. ROCHA; JOAO BOSCO F. FILHO; FERNANDO A. M. TRINTA,unknown,0.0,1.0
LEILA RIBEIRO; HARTMUT EHRIG; JULIA PADBERG,F,2.0,1.0
L. M. F. CARNEIRO; D. D. COWAN; C. J. P. LUCENA,unknown,0.0,3.0
ADITYA P. MATHUR; WEICHEN E. WONG,unknown,0.0,2.0
JOSE BEZERRA DA SILVA-FH; LINDA B. PAEZ; GARY MARCHIONINI,M,1.0,1.0
FELIX F. RAMOS CORCHADO; LIMING CHEN; MARC BUI; DIDIER DONSEZ; PASCAL FAUDEMAY,M,0.0,1.0
MATHIEU BUFFO; DIDIER BUCHS,unknown,0.0,1.0
CARLOS CARBONERA; KLEINNER FARIAS; CESAR GRAEFF; ROBSON SILVA,M,0.0,1.0
ALESSANDRA PEREIRA; KIEV GAMA; CARLOS ZIMMERLE; FERNANDO CASTOR,F,1.0,1.0
L. ZHANG; J. VAN KATWIJK,unknown,0.0,2.0
T. KHAMMACI,unknown,0.0,1.0
W. ERIC WONG; JOSE C. MALDONADO; MARCIO E. DELAMARO; ADITYA P. MATHUR,unknown,0.0,2.0
RAYFRAN LIMA; LUIS ALBUQUERQUE; MARCELO AYRES; SUELEN SILVA; ANA ORAN; CESAR FRANCA,unknown,2.0,1.0
ABAD A. SHAH; FARSHAD FOTOUHI; WILLIAM GROSKY,unknown,0.0,2.0
UIRA KULESZA; ROBERTA COELHO; VANDER ALVES; ALBERTO COSTA NETO; ALESSANDRO GARCIA; CARLOS LUCENA; ARNDT VON STAA; PAULO BORBA,M,1.0,1.0
CLAUDIO SANT’ANNA; ALESSANDRO GARCIA; CHRISTINA CHAVEZ; CARLOS LUCENA; ARNDT VON STAA,M,1.0,1.0
MARCELO VICTORA HECHT; EDUARDO KESSLER PIVETA; MARCELO SOARES PIMENTA; R. TOM PRICE,M,0.0,1.0
SHARI LAWRENCE PFLEEGER; MARTIN SHEPPERD; ROSEANNE TESORIERO,unknown,0.0,2.0
BEATRIZ SILVA DE SANTANA; SAVIO FREIRE; LEANDRO CRUZ; LIDIVANIO MONTE; MANOEL MENDONCA; JOSE AMANCIO MACEDO SANTOS,F,1.0,1.0
THELMA COLANZI; LEANDRO SILVA; ANDRESSA MEDEIROS; PAULO GONCALVES; ENIUCE SOUZA; DOUGLAS FARIAS; GREICY AMARAL,F,3.0,1.0
RAMON NOBREGA DOS SANTOS; FELIPE OLIVEIRA MIRANDA CUNHA; THIAGO PEREIRA RIQUE; MIRKO PERKUSICH; ADEMAR FRANCA DE SOUSA NETO; DANYLLO WAGNER ALBUQUERQUE; HYGGO ALMEIDA; ANGELO PERKUSICH,M,0.0,3.0
KIEV GAMA; ALINE LACERDA,unknown,1.0,1.0
GRETCHEN T. DE MACEDO; AWDREN FONTAO; BRUNO GADELHA,unknown,0.0,2.0
AWDREN FONTAO; EDSON MATSUBARA; HENRIQUE MONGELLI; MARCIO MEDEIROS; CARLOS LOURENCO; HENRIQUE MARTINS; IGOR CORTEZ; MARIA BORGES,unknown,1.0,1.0
DANIEL BARROS; FLAVIO HORITA; IGOR WIESE; KANAN SILVA,M,0.0,1.0
GUILHERME DALCIN; WILLIAN BOLZAN; LUAN LAZZARI; KLEINNER FARIAS,M,0.0,1.0
YASMIN RIEMER; PEDRO MAGNUS PEDROSO NOGUEIRA; SIMONE NASSER MATOS; HELYANE BRONOSKI BORGES,F,2.0,1.0
TIAGO PIPERNO BONETTI; MATHEUS MOLINA DIAS; WILLIAMSON SILVA; THELMA ELITA COLANZI,M,1.0,1.0
HYGGO ALMEIDA; ANGELO PERKUSICH; EVANDRO COSTA; GLAUBER FERREIRA; EMERSON LOUREIRO; LORENO OLIVEIRA; RODRIGO PAES,unknown,0.0,1.0
LUCIANO A. GARCIA; EDSON OLIVEIRAJR; GISLAINE CAMILA L. LEAL; MARCELO MORANDINI; SHAYNE URBANOWSKI,M,1.0,1.0
BRUNO L. SOUSA; MIVIAN M. FERREIRA; KECIA A. M. FERREIRA; MARIZA A. S. BIGONHA,M,2.0,1.0
JHERSON HARYSON A. PEREIRA; ALBERTO LUIZ OLIVEIRA TAVARES DE SOUZA; VICTOR HUGO SANTIAGO C. PINTO,unknown,0.0,1.0
MIVIAN FERREIRA; DIEGO GOLCALVES; KECIA FERREIRA; MARIZA BIGONHA,unknown,2.0,1.0
CLIFF B. JONES,unknown,0.0,1.0
R. BARDOHL; C. ERMEL; L. RIBEIRO,unknown,0.0,3.0
RAPHAEL OLIVEIRA; CAMILA AJALA; DAVI VIANA; BRUNO CAFEO; AWDREN FONTAO,M,1.0,1.0
EUGENE DURR; STEPHEN GOLDSACK; JAN VAN KATWIJK,unknown,0.0,2.0
MARCIO OLIVEIRA JR; REGINA BRAGA; GLEIPH GHIOTTO; JOSE DAVID,M,1.0,1.0
IURI SANTOS SOUZA; IVAN MACHADO; CAROLYN SEAMAN; GECYNALDA GOMES; CHRISTINA CHAVEZ; EDUARDO SANTANA DE ALMEIDA; PAULO MASIERO,M,1.0,2.0
ERICK BARROS DOS SANTOS; ROSSANA MARIA DE CASTRO ANDRADE; ISMAYLE DE SOUSA SANTOS,M,1.0,1.0
JARBELE C. S. COUTINHO; WILKERSON L. ANDRADE; PATRICIA D. L. MACHADO,unknown,1.0,1.0
HENRIQUE LINHARES; JOAO FELIPE PIMENTEL; TROY KOHWALTER; LEONARDO GRESTA PAULINO MURTA,M,0.0,1.0
ROGER DENIS VIEIRA; KLEINNER FARIAS,M,0.0,1.0
HILMER R. NERI; GUILHERME H. TRAVASSOS,unknown,0.0,1.0
WILLIAN MARQUES FREIRE; MAMORU MASSAGO; ARTHUR CATTANEO ZAVADSKI; ALINE MARIA MALACHINI; MIOTTO AMARAL; THELMA ELITA COLANZI,M,2.0,2.0
ANDREW DINIZ DA COSTA; HENDI LEMOS COELHO; RICARDO ALMEIDA VENIERIS; CARLOS JOSE PEREIRA DE LUCENA; GUSTAVO ROBICHEZ CARVALHO; MARCELO FERNANDES PEREIRA,M,0.0,1.0
ANNA B. MARQUES; BRUNA FERREIRA; ADRIANA LOPES; WILLIAMSON SILVA,F,3.0,1.0
ARTUR F. DA S. VELOSO; JOCINES D. F. DA SILVEIRA; PEDRO F. F. ABREU; THIAGO A. R. DA SILVA; GERALDO A. S. NETO; RICARDO A. L. RABELO; JOSE V. R. JUNIOR,M,0.0,1.0
KADNA CAMBOIM; CARLOS MELO; JEAN ARAUJO; FERNANDA ALENCAR,unknown,1.0,1.0
PAOLO FERRARI; EMILIANO SISINNI; DIEGO FERNANDES CARVALHO; GABRIEL SIGNORETTI; MARIANNE SILVA; IVANOVITCH SILVA; DIEGO SILVA,M,1.0,1.0
ATRICIA SABINO; RHODNEY SIMOES; KELVIN DIAS,unknown,0.0,2.0
EMERSON KLIPPEL; RICARDO AUGUSTO OLIVEIRA; DMITRY MASLOV; ANDREA BIANCHI; SAUL EMANUEL SILVA; CHARLES TIM GARROCHO,M,1.0,1.0
SIDNEI DE SOUZA JUNIOR; ALISON R. PANISSON; FABRICIO DE O. OURIQUE; JIM LAU; ANALUCIA SCHIAFFINO MORALES,M,1.0,1.0
RHAUANI FAZUL; PATRICIA BARCELOS,unknown,1.0,1.0
