autores_tratados,Sexo Primeiro Autor (dic),Qtd Autores Feminino (dic),Qtd Autores Unknown (dic)
ALAN VELOSO; JEFFSON SOUSA; DIEGO ABREU; ANTONIO ABELEM,M,0.0,1.0
JEFFSON SOUSA; ALAN VELOSO; MATEUS BASTOS; BRUNO EVARISTO; ANTONIO ABELEM,unknown,0.0,1.0
JEFFSON CELEIRO SOUSA; BRUNO EVARISTO; ANTONIO MATEUS DE SOUSA; ISMAEL AVILA,unknown,0.0,1.0
MATEUS BASTOS; ALAN VELOSO; JEFFSON SOUSA; DIEGO ABREU; ANTONIO ABELEM,M,0.0,1.0
INOCENCIO AVELINO PADILHA; KATYUSCO DE FARIAS SANTOS,M,0.0,1.0
JAVEL FREITAS; GUILHERME PEREIRA; LARA LIMA; CAIO SOUSA; EDIVAR FILHO; JOSE CEZAR DE SOUZA FILHO; CARLA BEZERRA,unknown,2.0,1.0
RAI DA SILVA RODRIGUES; ISRAELY LIMA; SUFIA RIOS; PEDRO C. CHAABAN; ANNY OLIVEIRA; EMIDIO BARBOSA; JACILANE DE H. RABELO,M,3.0,1.0
ARIDAN SILVA PANTOJA; KAROL WOJTYLA SOUSA NASCIMENTO; GEOVANE DE LIMA DUARTE; ANA BEATRIZ ABREU SILVA; YAGO DE JESUS MARTINS,unknown,2.0,1.0
SOFIA BENTO DESIDERIO; SIMIRES COSTA; DEUSIANE KAYLANE MOREIRA; CAROL LIMA FONSECA; ANNA BEATRIZ MARQUES; VALERIA DA SILVA PINHEIRO,F,5.0,1.0
KARLA THAIS CHAVES; IVALDIR HONORIO DE FARIAS JUNIOR; WYLLIAMS BARBOSA SANTOS,F,1.0,1.0
EKARANI T. SILVESTRE; RUAN D. GOMES; AXEL C. E MEDEIROS; RIAN I. E. DE MELO; JOAO BRUNET; THIAGO MORAES,unknown,0.0,1.0
GUILHERME M. A. LIBARDI; BRUNO Y. L. KIMURA; JOAHANNES B. D. DA COSTA,M,0.0,1.0
ARTHUR HERNANDEZ PEREZ; KARRAN CARDOSO DE ARAUJO LEMOS; EVANDRO LUIZ CARDOSO MACEDO; ALEXANDRE SZTAJNBERG,M,0.0,1.0
RONI RODRIGUES; CLAUDIA APARECIDA MARTINS; NELCILENO VIRGILIO DE SOUZA ARAUJO; CONSTANTINO DIAS DA CRUZ NETO,M,1.0,1.0
MARA ANDREA DOTA; WAINE TEIXEIRA JUNIOR,F,1.0,1.0
CARLOS EDUARDO REHBEIN DE SOUZA; LETIZIA MANUELLA SERQUEIRA EUGENIO; NELCILENO VIRGILIO DE SOUZA ARAUJO,M,0.0,2.0
ANA PAULA VIEIRA DIAS; LAURA MARIA SANTOS; RAQUEL ARANTES VALERIO; PATRICIA CRISTIANE DE SOUZA; NELCILENO VIRGILIO ARAUJO; AURELIO MENDANHA DA SILVA,F,4.0,1.0
FELIPE FONTELES BELO; NELCILENO VIRGILIO DE SOUZA ARAUJO; CONSTANTINO DIAS DA CRUZ NETO,M,0.0,1.0
RICARTH LIMA; CARLA SILVA,unknown,1.0,1.0
ULLA LOUISE DIDRIKSSON; HENRIQUE PRADO DE SA SOUSA; ANA CRISTINA BICHARRA GARCIA,unknown,1.0,1.0
NATTAN DA SILVA LOBATO; RAIMUNDO MARTINS DE ARAUJO JUNIOR,unknown,0.0,1.0
SUELYN CONCENTIUS; MARCIO J. MANTAU,unknown,0.0,1.0
GIULIANO GERALDO LOPES FERREIRA; FABIO LORENZI DA SILVA; GIOVANI RUBERT LIBRELOTTO; IARA AUGUSTIN; ADENAUER CORREA YAMIN,M,1.0,1.0
EVERTON A. CHERMAN; HUEI DIANA LEE; CARLOS A. FERRERO; ANDRE G. MALETZKE; CLAUDIO SADDY RODRIGUES COY; JOAO JOSE FAGUNDES; FENG CHUNG WU,M,0.0,2.0
NATALIA G. SILVEIRA; JONICE OLIVEIRA; JANO M. DE SOUZA; MARISA PETER; SERGIO VIANNA,F,3.0,1.0
J. T. POLLETTINI; R. TINOS; S. PANICO; J. C. DANELUZZI; A. A. MACEDO,unknown,0.0,5.0
GUSTAVO LUIZ DUARTE; HELVES DOMINGUES; FABIO KON; JOAO EDUARDO FERREIRA,M,0.0,1.0
DANIEL DE FAVERI HONORATO; MARIA CAROLINA MONARD; HUEI DIANA LEE; ANTONIO PIETROBOM NETO; WU FENG CHUNG,M,1.0,1.0
JOAO D. S. ALMEIDA; ARISTOFANES C. SILVA; ANSELMO C. PAIVA; JORGE A. M. TEIXEIRA,M,0.0,1.0
MARIA ISABELLY DE BRITO RODRIGUES; JOSE NILTON SILVA LIMA; IALLEN GABIO DE SOUSA SANTOS,F,1.0,1.0
DAVI RODOLFO RODRIGUES DA SILVA; MISLAYNE OLIVEIRA DE ARAUJO; MARIA VITORIA MOURA SANTOS; MELISSA OLIVEIRA ALVES; PAULO VICTOR DE OLIVEIRA; ROMUERE RODRIGUES VELOSO E SILVA,M,2.0,2.0
RAFAEL L. ARAUJO; VITOR R. F. DA SILVA; FRANCISCO E. SANTOS; ANTHONY I. M. LUZ; ROMUERE R. V. E SILVA,M,0.0,1.0
JANAIDE NOGUEIRA DE SOUSA XIMENES; RHYAN XIMENES DE BRITO,unknown,0.0,1.0
ERICKSULINO MANOEL DE ARAUJO MOURA; GLAUBER DIAS GONCALVES; ALLAN EDGARD SILVA FREITAS; ANDRE SOARES,unknown,0.0,1.0
MARCOS G. QUILES; LIANG ZHAO; FABRICIO A. BREVE; ROSELI A. F. ROMERO,M,1.0,1.0
JERUSA MARCHI; GUILHERME BITTENCOURT; LAURENT PERRUSSEL,F,1.0,1.0
FILIPO STUDZINSKI PEROTTO; JEAN-CHRISTOPHE BUISSON; LUIS OTAVIO ALVARES,unknown,0.0,2.0
ABNER C. RODRIGUES NETO; MAURO ROISENBERG; GUENTHER SCHWEDERSKY NETO,M,0.0,1.0
M. A. A. RAFAEL; J. J. PEREZ-ALCAZAR; E. F. TUESTA,unknown,0.0,3.0
PAULO S. G. DE MATTOS NETO; ARANILDO RODRIGUES L. J.; TIAGO A. E. FERREIRA; GERMANO C. VASCONCELOS,M,0.0,1.0
ANDRE GUSTAVO MALETZKE; GUSTAVO E. A. P. A. BATISTA; HUEI DIANA LEE; FENG CHUNG WU,M,0.0,2.0
PRISCYLLA M. S. SOUSA; WALESKA B. SILVA; CLEDJA ROLIM; WLADIA BESSA; STENIO FERNANDES,F,3.0,1.0
MIREILLE PINHEIRO MOREIRA; ELOI LUIZ FAVERO,unknown,0.0,1.0
ADILSON VAHLDICK; FABIANE BARRETO VAVASSORI BENITTI; DIEGO LEONARDO URBAN; MATHEUS LUAN KRUEGER; ARVID HALMA,M,1.0,1.0
GIUSEPPE A. N. LIMA; YUSKA P. C. AGUIAR; BERNARDO LULA JR,M,0.0,1.0
SHIGUEO ISOTANI; CARLOS HENRIQUE JORGE; NELSON MIGUEL QUITERIO JUNIOR; FABIANO SOUZA DA SILVA; SEIJI ISOTANI,unknown,0.0,1.0
CARLA CRISTINA LUI DIAS; ISABELA GASPARINI; AVANILDE KEMCZINSKI,F,2.0,1.0
CAMILE A. BARBOSA; GAEL F. LIMA; SUY F. HWANG; FABIANA F. LIMA; FILIPE R. CORDEIRO,F,2.0,1.0
CAIO RIAN SOUSA; EMANUEL LEMOS; FELIPE NOGUEIRA; GABRIEL MENDES; ROBSON DIOGENES; ENYO GONCALVES; FRANCISCO VICTOR PINHEIRO; ROSSANA M. C. ANDRADE,M,1.0,1.0
HIGOR M. CORDEIRO; LAIS M. SILVA; SUY F. HWANG; FABIANA F. LIMA; FILIPE R. CORDEIRO,M,2.0,1.0
MARIA C. B. DA SILVA; THIAGO F. O. DE CAMARGO; JOSELISA P. Q. DE PAIVA; JAQUELINE D. C. HORVATH; GUILHERME A. S. RIBEIRO,F,2.0,1.0
MATHEUS BRITO MARTINS; NOELI ANTONIA PIMENTEL VAZ; GISLAINY VELASCO; SILVANA DE LIMA VIEIRA DOS SANTOS; SERGIO T. CARVALHO,M,2.0,1.0
ANDRE GIRON; KAWAY MARINHO; LEONARDO DRUMMOND; SABRINA ROCHA; LARISSA GALENO; RODRIGO FEITOSA GONCALVES; GUILHERME HORTA TRAVASSOS,M,2.0,1.0
TRICIA S. SANTOS; WELVIS S. SOUZA; MILO RAZIEL S. RODRIGUES; MARCOS GABRIEL DE S. MAGALHAES; TAYANA O. TRINDADE; CLAUDIA S. DOS S. FRANCA; JANE ENNYS P. DOS SANTOS; CATARINE O. LOUREIRO; DANIELLE CHRISTINE DE O. PEREIRA; NILSON ROBERTO RIBEIRO O. JUNIOR,F,6.0,1.0
URIEL P. MORI; JORDANA B. FRANCA; JURANDIR C. LACERDA JR.; ALEXANDRE C. FONTINELE; IALLEN G. S. SANTOS; ANDRE C. B. SOARES,M,1.0,1.0
ROBSON S. SANTOS; JOAO P. M. S. BITENCOURT; RONAN O. DE ANDRADE; DANIEL NETO; ELENICE PEDROSA; JANSSEN MARTINS; MARCOS SCHWARZ,M,1.0,1.0
MARIA L. LINHARES; MARIA C. M. M. FERREIRA; THELMO P. ARAUJO; ROGER IMMICH; RAFAEL L. GOMES,F,2.0,1.0
FRANCISCO V. J. NOBRE; YAGO M. DA COSTA; DAVID O. ALVES; RAMON S. ARAUJO; LYEDSON S. RODRIGUES; ANTONIO B. NETO; LOURENCO A. PEREIRA JR.; RAFAEL L. GOMES,M,0.0,1.0
LUCAS AIRAM C. DE SOUZA; GUILHERME ARAUJO THOMAZ; FERNANDO DIAS DE M. SILVA; MATEUS DA SILVA GILBERT; NADJIB ACHIR; MIGUEL ELIAS M. CAMPISTA; LUIS HENRIQUE M. K. COSTA,M,0.0,1.0
DIGENALDO DE BRITO RANGEL NETO; PAULO DITARSO MACIEL JR.,unknown,0.0,1.0
ANA V. D. CARVALHO; RAYLLINE P. MENDES; CARLOS E. B. SOUSA; SELLES G. F. C. ARAUJO; ANDRE C. B. SOARES; JURANDIR C. LACERDA JR.,F,1.0,2.0
ALESSANDRO A. MILAN; NATALIA C. FERNANDES; DIANNE S. V. MEDEIROS,M,1.0,1.0
ALAN VELOSO; JEFFSON SOUSA; DIEGO ABREU; ANTONIO ABELEM,M,0.0,1.0
HILTON MACHADO; MATHEUS ANDRADE; THAIS MEDEIROS; MARIANNE SILVA; IVANOVITCH SILVA,M,2.0,1.0
JONER DE MELLO ASSOLIN; HENDRIO BRAGANCA; DIEGO KREUTZ; EDUARDO FEITOSA; SAVIO SABOIA; LUIZA LEAO; VANDERSON ROCHA,unknown,1.0,2.0
PAMELA MOURA GONCALVES; FABIANO DA SILVA SANTOS; FERNANDO GUERREIRO CHEMELLO; ROBEN CASTAGNA LUNARDI,F,1.0,1.0
GABRIEL SOUSA CANTO; VANDERSON ROCHA; DIEGO KREUTZ; HENDRIO BRAGANCA; EDUARDO FEITOSA,M,0.0,1.0
DENNER AYRES; ABREU QUEVEDO; GRACALIZ DIMURO; GIANCARLO LUCCA; BRUNO L. DALMAZO,M,0.0,2.0
YANG DA FONTOURA RODRIGUES; RAFAEL NOGUEIRA RODRIGUES; KAYUA OLEQUES PAIM; DIEGO KREUTZ; WEVERTON CORDEIRO; RODRIGO BRANDAO MANSILHA,M,0.0,1.0
ABREU QUEVEDO; DENNER AYRES; GRACALIZ DIMURO; GIANCARLO LUCCA; ANDRE RIKER; BRUNO L. DALMAZO,unknown,0.0,2.0
JORDANNA CABALLERO COSTA; GABRIELA ESTEVAM DA CUNHA; MATEUS TIAGO CRUZ E SILVA; TIAGO NOGUEIRA DE ABREU; DANIEL HENRIQUE PINHEIRO SILVA; IWENS G. SENE JUNIOR,F,2.0,1.0
BEATRIZ EMILY SILVA AGUIAR; EULANDA M. SANTOS; RAFAEL GIUSTI; AYRLES MENDONCA,F,1.0,2.0
MARCOS V. FARIAS; WESLLEY K. R. FIGUEREDO; ARISTOFANES C. SILVA; ANSELMO C. DE PAIVA; ALICE C. C. B. SALOMAO; MARCO A. P. DE OLIVEIRA,M,1.0,1.0
ALLAN COSTA NASCIMENTO DOS SANTOS; IANDRA GALDINO; JULIO C. H. SOTO; TAIANE C. RAMOS; CELIO V. N. DE ALBUQUERQUE; RAPHAEL GUERRA; CLEDSON DE SOUSA; NATALIA C. FERNANDES; DEBORA MUCHALUAT-SAADE; GHEORGHITA GHINEA,M,4.0,1.0
WALMER A. CAVALCANTE; ANDERSON R. G. BARBOSA; THIAGO D. CORDEIRO; ERICK A. BARBOZA,unknown,0.0,1.0
LUCAS B. M. DE SOUZA; KAWAN S. DIAS; ARMANDO L. BORGES; VIVIANE B. L. DIAS; CLESIO DE A. GONCALVES; RAFAEL L. ARAUJO; CLARA E. S. SATIRO; ANA CAROLINA L. PACHECO; ROMUERE R. V. E SILVA,M,3.0,1.0
RAFAELA DE CARVALHO MACHADO; MATHIAS BALDISSERA; LAURA ILARRAZ MASSIA; FABIO PAULO BASSO; GILLEANES THORWALD ARAUJO GUEDES; DEBORA DA CRUZ PAYAO PELLEGRINI,F,3.0,1.0
JOAO G. S. GOMES; ELSON P. VASQUES; JACO M. SANTOS; ADRIANE F. VALENTIN; ELIANE C. NOGUEIRA; ALEXANDRE T. I. BRUCE; JOHN K. S. DA SILVA; SANAY S. PEDROSA; ERICLE L. COSTA; JUAN C. SOUZA,M,2.0,2.0
VIVIANE B. L. DIAS; CLARA E. S. SATIRO; ARMANDO L. BORGES; KAWAN S. DIAS; RAFAEL L. ARAUJO; LUCAS B. M. DE SOUZA; CLESIO DE A. GONCALVES; ANA CAROLINA L. PACHECO; ROMUERE R. V. E SILVA,F,3.0,1.0
THIAGO VITOR GOMES PEREIRA; HYGO SOUSA DE OLIVEIRA; EULANDA MIRANDA DOS SANTOS; LIGIA REIS NOBREGA; ADRIANO DE OLIVEIRA ANDRADE; RAFAEL GIUSTI,M,1.0,2.0
PEDRO LEMES SIXEL LOBO; JULIANA PAULA FELIX; ROGERIO SALVINI; CLARIMAR COELHO; FABRIZZIO SOARES,M,1.0,2.0
RAFAEL LUZ ARAUJO; VIVIANE B. L. DIAS; ARMANDO LUZ BORGES; LUCAS B. M. DE SOUZA; KAWAN SOUSA DIAS; CLARA E. S. SATIRO; CLESIO DE A. GONCALVES; ANA C. L. PACHECO; ROMUERE R. V. E SILVA,M,3.0,1.0
DANIEL DE SOUSA LUZ; MANO JOSEPH MATHEW; THIAGO JOSE BARBOSA LIMA; ROMUERE RODRIGUES VELOSO E SILVA; ANTONIO OSEAS DE CARVALHO FILHO; FLAVIO HENRIQUE DUARTE DE ARAUJO,M,0.0,2.0
JEANDERSON DE SOUSA GOMES; LUIS EDUARDO SILVA BRITO; ALCILENE DALILIA; ROMUERE RODRIGUES VELOSO; ANTONIO OSEAS DE CARVALHO; FLAVIO H. D. ARAUJO,M,1.0,1.0
LUCAS S. DE OLIVEIRA; ALISON R. PANISSON; JIM LAU; IWENS G. SENE; ANALUCIA SCHIAFFINO MORALES,M,1.0,2.0
MIGUEL A. SANTOS; AUREA H. DA S. MELO; J. S. DOS SANTOS; I. C. M. GONCALVES; WALDEYDE O. M. SANTOS; LUIS CUEVAS R.,M,1.0,3.0
MAITHE M. MELLO; EDUARDO L. SCHEFFLER; DEBORA N. F. BARBOSA; JORGE L. V. BARBOSA,unknown,1.0,1.0
VITORIA C. DOS S. CAMELO; CLAUIRTON DE A. SIEBRA,F,1.0,1.0
ALAN VELOSO; MATEUS BASTOS; JEFFSON SOUSA; DIEGO ABREU; ANTONIO ABELEM,M,0.0,1.0
JOSUE N. CAMPOS; LUIS H. S. DE CARVALHO; ISDAEL R. OLIVEIRA; ALINE C. S. SILVA; IAGO G. FALCAO; MATHEUS J. DA SILVA; GLAUBER D. GONCALVES; ALEX B. VIEIRA; JOSE A. M. NACIF,M,1.0,1.0
ERICKSULINO MANOEL DE ARAUJO MOURA; FELIPE SANTIAGO GAMA; GLAUBER DIAS GONCALVES; ALLAN EDGARD SILVA FREITAS; ANDRE SOARES,unknown,0.0,1.0
BIANCA FIGUEIREDO PEDROSA; REISSEL REIS DE SOUZA; DIOGO SILVEIRA MENDONCA,F,1.0,1.0
FABIO R. SILVA; BRUNO B. NEVES; HENRIQUE FAN; ROBEN C. LUNARDI; DIEGO KREUTZ; RODRIGO B. MANSILHA,M,0.0,1.0
JOAO VITOR BATISTELLA; ANDRWS AIRES VIEIRA,M,0.0,1.0
LUCAS LAMMEL; ANDRWS AIRES VIEIRA,M,0.0,1.0
KALIDSA B. DE OLIVEIRA; GABRIEL M. LUNARDI; WILLIAMSON SILVA,unknown,0.0,2.0
MATHEUS C. CORREIA; BIANCA O. DURGANTE; DAVI L. LEMOS; NAYLOR B. PEREZ; TERESA C. GENRO; LEONARDO B. PINHO,M,2.0,1.0
ANDRE CORREIA; MATEUS PASSOS; DHYONATAN FREITAS; TATHIANA DUARTE; MAURICIO PILLON,M,1.0,1.0
DAVI LOPES LEMOS; BIANCA DE OLIVEIRA DURGANTE; MATHEUS CANEDA CORREIA; NAYLOR BASTIANI PEREZ; LEONARDO BIDESE DE PINHO,M,1.0,1.0
CIRANO ALVES BELARDONY; JOAO VICENTE FERREIRA LIMA,unknown,0.0,1.0
KENICHI BRUMATI; IGOR FREITAS; ARTHUR F. LORENZON,unknown,0.0,1.0
KARCIUS D. R. ASSIS; JOAO MUCHANGA; ANGE NJANDA; WILLIAM F. GIOZZA,unknown,0.0,2.0
MORSINALDO MEDEIROS; HAGI COSTA; MARIANNE SILVA; IVANOVITCH SILVA,unknown,1.0,3.0
EWERTHON J. KUTZ; HELEN C. M. SENEFONTE,unknown,1.0,1.0
EFREM ELADIE DE OLIVEIRA LOUSADA; FATIMA DUARTE-FIGUEIREDO,unknown,1.0,1.0
JORGE RAFAEL LOIOLA DE MACEDO; VANDIRLEYA BARBOSA; LEONEL FEITOSA CORREIA; GERALDO PEREIRA ROCHA FILHO; RODOLFO IPOLITO MENEGUETTE; LUIZ NELSON DOS SANTOS LIMA; FRANCISCO AIRTON SILVA,M,0.0,1.0
CARNOT BRAUN; RAFAEL O. JARCZEWSKI; LEANDRO VILLAS; PEDRO MOURA; ALLAN M. DE SOUZA,unknown,0.0,1.0
CARNOT BRAUN; RAFAEL O. JARCZEWSKI; JOAHANNES B. D. DA COSTA; ALLAN M. DE SOUZA,unknown,0.0,2.0
VAGNER FIGUEREDO DE SANTANA; DIEGO SAMIR MELO-SOLARTE; VANIA PAULA DE ALMEIDA NERIS; LEONARDO CUNHA DE MIRANDA; M. CECILIA C. BARANAUSKAS,M,1.0,1.0
VALDIR STUMM JUNIOR; LAU CHEUK LUNG; MIGUEL CORREIA; JONI DA SILVA FRAGA; JIM LAU,M,0.0,2.0
LAERCIO LIMA PILLA; RODRIGO RIGHI; ALEXANDRE CARISSIMI; PHILIPPE NAVAUX; HANS-ULRICH HEISS,M,0.0,1.0
NELSI WARKEN; ADENAUER CORREA YAMIN; IARA AUGUSTIN; CLAUDIO F. R. GEYER,F,2.0,1.0
WINDSON VIANA; JOSE BRINGEL FILHO; JOSE CELSO F. JUNIOR; GALENO J. DE SENA; EDSON L. F. SENNE; MARLENE VILLANOVA OLIVER; JEROME GENSEL; HERVE MARTIN,M,1.0,2.0
ELDANAE NOGUEIRA TEIXEIRA; CLAUDIA M. L. WERNER; PAULA FERNANDES,unknown,2.0,1.0
RODOLFO STOFFEL ANTUNES; CRISTIANO ANDRE DA COSTA; CLAUDIO FERNANDO RESIN GEYER; ADENAUER CORREA YAMIN,M,0.0,1.0
RODOLFO STOFFEL ANTUNES; CRISTIANO ANDRE DA COSTA; CLAUDIO FERNANDO RESIN GEYER; ADENAUER CORREA YAMIN,M,0.0,1.0
ALLAN COSTA NASCIMENTO DOS SANTOS; IANDRA GALDINO; JULIO C. H. SOTO; TAIANE C. RAMOS; CELIO V. N. DE ALBUQUERQUE; RAPHAEL GUERRA; CLEDSON DE SOUSA; NATALIA C. FERNANDES; DEBORA MUCHALUAT-SAADE; GHEORGHITA GHINEA,M,4.0,1.0
MARCUS FREIRE; THIAGO LUIGI MELLO; ISYS SANT'ANNA; ADRIANO MAIA; RODRIGO MOREIRA; ROBERTO RIVELINO; MAYCON PEIXOTO,M,0.0,1.0
DAVI BEZERRA YADA DA SILVA; ALDRI LUIZ DOS SANTOS; JEANDRO DE M. BEZERRA,M,0.0,1.0
KRISTTOPHER K. COELHO; MAURICIO M. OKUYAMA; MICHELE NOGUEIRA; ALEX BORGES VIEIRA; EDELBERTO FRANCO SILVA; JOSE AUGUSTO M. NACIF,unknown,1.0,1.0
JOAO VITOR A. GARCES; JOAO ANDRE C. WATANABE; NICOLLAS R. DE OLIVEIRA; RODRIGO S. COUTO; IGOR M. MORAES; DIANNE S. V. DE MEDEIROS; DIOGO M. F. MATTOS,M,0.0,1.0
CLEITIANNE SILVA; CARINA OLIVEIRA; ROSSANA ANDRADE,unknown,2.0,1.0
IVO A. PIMENTA; RAMON S. ARAUJO; RENANN L. RODRIGUES; MATHEUS M. SILVEIRA; RAFAEL L. GOMES,M,0.0,1.0
LEONEL FEITOSA; VANDIRLEYA BARBOSA; LUIZ FERNANDO BITTENCOURT; FABIOLA M. C. DE OLIVEIRA; JOSE VALDEMIR R. JUNIOR; FRANCISCO AIRTON SILVA,M,1.0,1.0
MARIA C. M. M. FERREIRA; MARIA L. LINHARES; THELMO P. ARAUJO; RAFAEL L. GOMES,F,2.0,1.0
JOSUE N. CAMPOS; ISDAEL R. OLIVEIRA; ALEXANDRE FONTINELE; GLAUBER D. GONCALVES; ALEX B. VIEIRA; JOSE AUGUSTO M. NACIF,M,0.0,1.0
CARLOS MELO; JOSE MIQUEIAS; GLAUBER GONCALVES; FRANCISCO AIRTON SILVA; ANDRE SOARES; JOHNNATAN MESSIAS,M,0.0,1.0
SELLES G. F. CARVALHO; ANDRE C. B. SOARES,unknown,0.0,1.0
ALEXYA SILVA; ANA CLARA LAREDO; PEDRO HENRIQUE VALLE; ALESSANDREIA DE OLIVEIRA,F,2.0,1.0
BARBARA M. QUINTELA; LARA O. ESTEVES; ANA CLARA VERLY; ALESSANDREIA OLIVEIRA,F,3.0,1.0
JENNIFER DINIZ; CHEURI MAGALHAES; FELIPE MAIA; IVANILSE CALDERON,F,2.0,1.0
RENATA VIEGAS; ALESSANDREIA OLIVEIRA; LUCIANA SALGADO; MIRELLA M. MORO,F,3.0,1.0
PABLO FLORENTINO; DEBORA ABDALLA; MELISE VEIGA DE PAULA; BARBARA P. CAETANO,M,2.0,1.0
ERBERSON EVANGELISTA VIEIRA; FRANCISCO PETRONIO DE A. MEDEIROS,unknown,0.0,1.0
RENATO DE S. GARCIA; PEDRO HENRIQUE DIAS VALLE; WILLIAMSON SILVA,M,0.0,1.0
NIKOLAS OLIVER SALES GENESIO; ALESSANDREIA MARTA DE OLIVEIRA; PEDRO HENRIQUE DIAS VALLE,M,0.0,1.0
LUIZ MIGUEL SILVA; PEDRO HENRIQUE VALLE; ALESSANDREIA DE OLIVEIRA,M,0.0,1.0
ROZELMA SOARES DE FRANCA,unknown,0.0,1.0
ANDRE AVELINO; EMILENE COCO DOS SANTOS; PEDRO VALLE; WILLIAMSON SILVA,M,1.0,1.0
VITORIA LETICIA FERREIRA DOS SANTOS; SYLVANA KARLA S. L. SANTOS,F,1.0,1.0
WELYSON FERNANDO DO PRADO DE CARLOS; FLAVIA BELINTANI BLUM HADDAD,unknown,1.0,1.0
DENIS DE GOIS MARQUES; CLEYTON MARIO DE OLIVEIRA RODRIGUES; WYLLIAMS BARBOSA SANTOS,M,0.0,1.0
EDSON GABRIEL JACQUES; CAROLINA SACRAMENTO; YNDIANA GOUVEIA; WAGNER NASCIMENTO SILVA; YGOR SANTOS BARROS; SIMONE BACELLAR LEAL FERREIRA,M,2.0,1.0
SIDNY DE ALMEIDA MOLINA PEREIRA; MARIA ISTELA CAGNIN,unknown,1.0,1.0
BARBARA P. CAETANO; MELISE M. V. DE PAULA; JANO MOREIRA DE SOUZA,F,1.0,2.0
NATHALIA ACCIOLY; ROBERTA FAGUNDES; WYLLIAMS SANTOS; ANA MELO,F,3.0,1.0
GEORGE VALENCA; STEFFANO PEREIRA; MARIA EDUARDA REBELO,M,1.0,1.0
SIDNY ALMEIDA MOLINA; DEBORA MARIA BARROSO PAIVA; MARIA ISTELA CAGNIN,unknown,2.0,1.0
ELAINE M. P. SIQUEIRA; GABRIEL RAMOS A. LIMA; THACITO RABONI; CARLOS EDUARDO PANTOJA; NILSON MORI LAZARIN,F,1.0,1.0
EDEYSON ANDRADE GOMES; LAIS DO NASCIMENTO SALVADOR,unknown,1.0,1.0
ESTEIC JANAINA SANTOS BATISTA; AMAURY ANTONIO DE CASTRO JUNIOR; ANDERSON CORREA DE LIMA; DAIANI DAMM TONETTO RIEDNER; MIRIAM BRUM ARGUELO; ELLEN REGINA ROMERO BARBOSA; HERCULES DA COSTA SANDIM,unknown,3.0,1.0
NINA AGUIAR; ANA CAROLINA JUNQUEIRA; PEDRO HENRIQUE DIAS VALLE; ALESSANDREIA MARTA DE OLIVEIRA,F,2.0,1.0
KAUE WALLACE COELHO OLIMPIO; WELLINGTON CORREA MONTEIRO; ETHEL S. DE OLIVEIRA; GENARDE M. TRINDADE,M,1.0,1.0
ROBERTO CASTRO DA SILVA; JEAN CARLOS RAPOSO RAMOS; ARLESSON NOGUEIRA ULEON; WENDREWS LIRA BOTELHO; FRANCISLENE AMORIN DE FREITAS; PATRICK GERSON CURSINO CABRAL; JOAO DA MATA LIBORIO FILHO,M,1.0,1.0
GENARDE M. TRINDADE; DAYANE R. DE S. TRINDADE; DANIEL DE S. G. TRINDADE,unknown,1.0,1.0
ROMULO G. FREITAS; GENARDE M. TRINDADE; MATHEUS G. NASCIMENTO; AYRTON CARLOS DOS S. DA SILVA; RONALDO EWERTON C. DOS SANTOS,M,0.0,1.0
LETICIA R. MARTINS; JORGE RENATO G. PENA; EDUARDO BRUNO M. VILACA; TAMIRES S. AUZIER; ETHEL S. DE OLIVEIRA; GENARDE M. TRINDADE,F,3.0,1.0
LETICIA R. MARTINS; ETHEL S. DE OLIVEIRA; GENARDE M. TRINDADE,F,2.0,1.0
ERVELANY LINS DE FRANCA; JOSE SAMUEL DE LUCENA; JOSE ANDERSON SILVA DO NASCIMENTO; JULIANA REGUEIRA BASTO DINIZ; SONIA VIRGINIA ALVES FRANCA,unknown,2.0,1.0
ANDRIW S. DE SOUZA; GENARDE M. TRINDADE; LARISSA C. LIMA; WALTER R. DA SILVA JUNIOR; RICARDO A. RIBEIRO; KALIEL LUAN R. COSTA,M,1.0,1.0
HENRIQUE DOS S. GALVIM; GENARDE M. TRINDADE; MAX WILLYAN M. CORDOVIL; EMILLY GIOVANNA A. FREITAS; TAILANA DOS S. CORTEZ,M,2.0,1.0
NATAN DE SOUZA RODRIGUES; KEYDE TAISA DA SILVA; JHONATAN LEITE MALAQUIAS; CAIO CAMPOS JUSTINO; SAMUEL GOMES DOS SANTOS,M,0.0,1.0
GRAZIELA FERREIRA GUARDA; PEDRO HENRIQUE DIAS VALLE; ALESSANDREIA MARTA DE OLIVEIRA,F,1.0,1.0
ROZELMA SOARES DE FRANCA,unknown,0.0,1.0
BARBARA M. QUINTELA; ALESSANDREIA OLIVEIRA; LARA O. ESTEVES; JULIA DE PAULA CAMPOS; MARIA LUISA R. GUIMARAES; ANA CLARA VERLY,F,5.0,1.0
